pid,helpful,score,text,category
B000MQJ19S,3/3,2.0,"We bought this player for my mother, as I have the same one and love it. But, this player had problems from the get go, being a refurbished model. Sansa support was good, but their fix for the problem only lasted a matter of hours. We eventually had to return it, which was a fast and painless process with Amazon.The player, when it works correctly is great. I can't even begin to fill mine up with songs, videos and recordings. The FM recorder is great for lectures, conventions and other occasions. The sound quality is amazing. I also love that, unlike the e200 series you can format and also erase songs directly on the player without using your computer. It also conveniently has a spot for audiobooks and podcasts. Also to note that you can download shows and movies from amazon to play on this player.It was tough giving a star rating as this particular player was broken, but knowing from experience that they can make wonderful mp3 players.",electronics
B000MQJ19S,0/0,1.0,"I had to return this player twice and finally had to keep the third player as the warranty period expired. This is because I wanted it to work, (really, really) and did all I could before giving up on it. It's a cool little mp3 player and, when it works, the sound quality is great, the screen is very sharp, and it has an appealing and easy to use interface.However it just doesn't work. Some may remember this player was originally billed as the ""Rhapsody"" player by Sandisk. It never, ever worked with Rhapsody, and Sandisk never acknowledged the problem or offered a solution, a total abdication of corporate resposibility to their clients. After numerous hours dowloading firmware, and re-booting, re-setting and returning to the store and trying again, I finally had to accept that this player, although a hugely appealing concept with great potential, would never work. I now have a very expensive, ($140 + tax) portable fm radio, which I really love by the way.Sandisk's solution to this tale of woe, was to simply drop the ""Rhapsody player"" from the name and continue selling. If you do any research at all, you will find the message boards filled with countless clients complaining of the same difficulties: freezin up, an endless dowload indicator which never dowloads anything, an indication that the dowload is complete only to find that no content can be found on the player, etc. You may also find that not only Rhapsody users but regular mp3 users had similar trouble, I never did because I was not interested in using this as a regular mp3 player, so I never tried. I can't report on that, however the message boards are full of complaints.Oh, well. As much as I hate, and resist, hype of any kind: I should have bought an iPod. :-(",electronics
B0000DFZ6L,6/7,1.0,"I set it up according to the directions, clicked the scan button, and the contraption made a noise but never began the scanning process. Uninstalled it, then re-installed it, and the same thing happened. Complete and utter waste of my time. I gave it one star only because it had all the parts in the box.",electronics
B000EVS4YY,3/3,5.0,"This battery is a great improvement, lasts so much longer than previous ones I have had for other Canon cameras. It takes longer to charge, but that is expected. I'm very satisfied.",electronics
B000HBILB2,2/2,4.0,"I moved into a new home and my bedroom set was or order and did not arrive, so I needed a temporary sleeping solution. This did the trick.I loved having the built in pump so all I had to do was take it out of the box, plug it in and let it fill up. It took less than 5 mins to fully expand.I can't really say that the &#34;built in&#34; pillow negated one having to purchase a pillow. The built in pillow had my head too low and I needed elevation so I did purchase a pillow.The bed is comfortable enough; however, it does move around so you kind of feel like you're on a water bed (mildly) :). I think I would have preferred no movement. But it is temporary and works well enough that I have gotten good night's sleep on it. I would recommned.",electronics
B0001YXWVO,3/3,4.0,"I got the Macally power cord after the Apple one that came with my iBook finally broke down 2 years after purchase. I will agree that this model isn't as aesthetically pleasing as the Apple version, and I do miss having the orange and green indicator light to let me know that my computer is charging, but the difference between $30 and $80 is enough that I'm willing to give up the eye candy for the price. The Macally power adapter charges my computer just as well as the Apple version, it just doesn't look pretty while it does it. Also, it's a bit bulkier and takes up more space in my laptop bag. Still, the $50 I saved makes it worth the added weight. Unless you have serious reasons for buying the Apple power adapter (eg, vanity), I would go ahead and get the Macally version. Your pocketbook will thank you, and you can spend the extra money on other Apple extras.",electronics
B000EVS4YE,0/0,3.0,"Does it's job. I can't rate above 3 stars because it is a battery charger and I find no real joy from this product, but the need was apparent when we lost our old one.",electronics
B0000DFZ67,1/4,5.0,I must say that Im extremely pleased with my new player. It's become my new best friend.It's so simple to use anyone can get the hang of it. The price is reasonable and a better deal than most other players out there. Under 300 for 40gb? That's unheard of these days!Im already done transferring all of my essential stuff and still have room for more music!!I have no complaints about this player it's just awesome.The only thing though my headphones came messed up one side being longer than the others but that's ok cuz I don't use those little ear pieces anyways :)The size might be a little larger than an ipod or a mini sized mp3 player but its not that big of a deal. We all had cd walkmans and those were way bigger..It's about the size of a palm pilot I would say. The design is also great. No annoying buttons everywhere or joystick controllers.Trust me when I say this is probably one of the best mp3 players around. The sound quality is also amazing :),electronics
B000HBILB2,0/0,5.0,"THIS AIR BED IS GREAT! I HAD PREVIOUSLY PAID WAY MORE FOR THE ""A--O"" BRAND, BUT THIS ONE IS EVERY BIT AS GOOD AS THE MORE EXPENSIVE ONE. I AM A GAL WITH A ""MATURE"" FIGURE, AND IT (TWIN) ONLY LOST A LITTLE AIR. WITH THE ELECTRIC PUMP, NO WORRIES! JUST A HINT FOR SOME OF YOU WITH BAD KNEES LIKE I HAVE....I PLACED TWO CAMP COTS SIDE BY SIDE AND LAID THE MATTRESS ON TOP. PERFECT FOR THESE TIRED OLD KNESS AND BODY TO GET UP AND OFF OF. KUDOS ON THIS AIR BED!",electronics
B0001YXWVO,0/0,4.0,"Purchased this to replace the OEM power adapter (puppy chewed it up). Works fine, does the job. A little bulkier than the OEM, and I would have liked the same type of LED system to indicate charging/fully-charged status. Still, for the price, it's just fine.",electronics
B0000DFZ5X,3/5,5.0,"I just got this case in and its wonderful. At first, I was a little skeptical because this case is very flemsy when you take it out of the box. Its also VERY light. This explains how thin the material is. However, once I put everything in to the case, it looks great. Also, putting everything in to the case is actually very simple. I did it in about 30 minutes. Its very quiet too! I can't even hear it. The downside to this is that you can hear almost every sound your HD makes. I'm going to be adding some better 120mm fans to the case when I get a chance because the ones it comes with, while quiet, seem a little on the weak side as a result.",electronics
B0000DFZ6A,6/7,5.0,"Instructions were clear. Steps outlined. Seemed foolproof. After installing the new software, hookup with the included USB cable was a breeze. Great machine and easy to use. Software was user-friendly. Check out this machine and you will be pleased.",electronics
B000063W99,2/2,5.0,"I mostly use my printer to print out homework, but when i have a nice picture from my digital camera, i am very glad i bought this printer, seeing how i can just plug the card into the printer and it prints with increadible detail.I took a picture of a famous place in mexico and i had the same one in a travel book, printed it out on this printer, and it looked exactly like the one in the travel book.Scince i upgraded to windows xp, it was pain to update the drivers seeing how you have to download 3 files, but other then that this printer is great....if there is one thing to complain about it's the price, but if you can get over that, you can keep this printer for years. Mine is going on 3 this christmas i think.~hope this helps",electronics
B000HBILB2,0/0,4.0,"My daughter loved sleeping on this blow up bed. It's a great idea if you need xtra guest beds, It only takes minutes to inflate and deflate..the built-in pump works great. I was so happy that it didn't lose air after two weeks of use. i just hope it won't deflate easily just like the other airbed we have.",electronics
B0000630MI,15/20,4.0,"Simple to set up, easy to operate - a very nice unit. Excellent & clear picture & sound. Haven't had a chance to try the VHS portion yet - the twin teens are hogging the machine, & just adore it! Good way to be able to move up to DVD while still having quick access to your VHS tapes, with the same equipment & hookup. A good choice at a reasonable price.",electronics
B000MQJ19S,0/0,4.0,"Well, on the plus side it has great sound and good picture the ability to expand the memory and an FM radio(iPods don't have this feature). The downside it that the screen has a somewhat greasy look. This doesn't show very much during movies but it is a bit annoying. The screen scratches very easily so I would reccomend a case. When watching a movie, sometimes the whole thing freezes up and you have to turn it off and back on again. This is not horrible but it does get on your nerves after a while. The spin wheel is awesome ( I like it much better than the iPods because the spin wheel actually moves on the Sansa View). The whole thing is very easy to use and very user friendly. Overall this is a good product.",electronics
B00004WIMW,0/1,1.0,"Use of the eMarker depends on the eMarker website. However, Sony has just announced that they are discontinuing the website, and so eMarker devices will now be useless. Don't buy one unless you want a museum piece.For those of us that already own an eMarker, Sony has graciously offered to provide a cash refund for every eMarker returned directly to them.",electronics
B0000630ML,1/1,5.0,"I needed a third camcorder with NightShot for my paranormal investigations and since I have two Mini DV's, wanted a Hi8 because they record for so much longer (tape length). I also have lots of Hi8 video I shot while I was in the military that I want to transfer to DVD so after a lot of research chose the CCD-TRV308.It has a built in light which I don't really need since I shoot mostly in zero light. The camera is solid and very large compared to my Mini DV camcorders and most of what is available today. As with most Sony camcorders, the NightShot only works in a very limited capacity. I always use them with a SIMA infrared light which fits nicely on this camera due to its larger size. One note, the built in NightShot on this camera is at least twice as bright as the NightShot on my two newer Mini DV models. I still use an external IR light but This one works pretty good on its own compared to the others. I have video posted on YouTube showing some of the NightShot stuff if anyone is interested.If you need a quality camcorder for any of the reasons listed above I recommend the CCD-TRV308. If you plan on using it for extended periods of time you will probably find it bulky and heavy by today's standards.",electronics
B0001YXWVO,3/3,4.0,"This is a far better ac adapter than Apple's original, and for less money.The only downside is you don't get visual confirmation that you are charging. I went through two Apple chargers in 3 years. Although they replaced the first under Apple Care, I was told later that it isn't really covered by the Apple Care warranty and they should not have replaced it. In any case I was not about to buy a third at Apple's price when they regularly wear out. I'm told the new magnetic a/c adapters also have problems, so I hope these folks will make a unit for the newer machines too, but they may run into patent issues?",electronics
B000HBILB2,0/0,4.0,"This product so far works as advertised. It works like an airbed. It inflates and deflates very conveniently - and the attached pump is a great plus. Can't complain.I imagine it'll wear down one day, but so have countless other airbeds that I've paid over a hundred for - it's plastic!",electronics
B0009LY23Q,0/0,5.0,Great product... worked right out of the box. Delivered on time ingood condition. I trust this supplier.,electronics
B000ENKHPG,4/7,2.0,"I purchased my 6620LDG, like other reviewers, to replace my old kitchen TV. I really wanted an LCD with a built-in DVD player. While I like the TV just fine, the remote is another story. I actually wrote to the manufacturer about the remote and gave them quite an earful. Included in my e.mail was the following:""While I find the overall TV to be good, I am appalled at thequality and functionality of the remote that operates and comes withthat particular model. I simply can't believe that a name brand likeSylvania would provide such a poorly designed remote to accompany ahigher-end TV.""""...this remote is very uncomfortableto hold and operate. It is as if your designers made no accommodationsfor how people hold remotes, and what makes them comfortable.""""Seriously. I cantt imagine who designed the actual size and shape of that remote or which idiot approved it's public distribution, but the entire lot of them need to find other professions if they think that this remote is at all acceptable.""""A remote should be, at the very least,functional and comfortable enough to go unnoticed, dont you think???? Aside from the horrid shape, size and weight of the remote, this remote has an absolutely terrible layout and lacks some of the most basic buttons that come with the cheapest of remotes. I was shocked and horrified to realize that this hideous remote had no ""last channel"" button. Are your designers living in the 70s or do they just have their heads up their butts?""""I havent had a TV remote in my hand without a last channel button in at LEAST 20 years. Since the remote is so huge, how could it not have one of the most traditional buttons on it? I consider the very lowest and feature-less remotes to be those in hotel rooms. They look like top-of-the-line models when compared to this piece of crap.On top of not having the basic buttons, and amongst other issues, the remote is frustrating because: 1. The text is illegible, 2. The buttons are laid out in a way that doesnt make sense and 3. When you channel surf, the remote is so slow to change the channel that you want to throw it on the floor and stomp on it. In fact, if I can find a universal remote that works with this TV; I intend to do just that. Of course, to add insult to injury, it states clearly in your owners manual that 'We do not recommend the use ofuniversal remote controls. Not all of the functions may be controlledwith a universal remote control.' Great, so you provide a bottom of thebarrel remote with your TV, but then dont allow your customers to get adecent remote by making your TV uncooperative with them. This is thefirst time that I have encountered this too, BTW.""Finally:""I hope that you promptly change the remote that comes with the 6620LDG LCD TV/DVD combo TV. I expect that you will experience many returns of this product due to the crappy remote that comes with it.""THIS was their entire response:""Thank you for taking the time to express your concerns regarding our product. Your comments and opinions are important to us. Please understand that it is our objective to provide the best possible product. We hope you accept our apologies for the inconvenience you have experienced with our product.""I am on the verge of taking this back because of the remote.",electronics
B0002KR13M,0/0,4.0,"My husband is using the 3.5mm Stereo Headphone Extension to watch TV, with my seven year old Sony Bravia, while I listen to my audiobooks on my iPod. We have a very quiet home. He is happy with the sound.",electronics
B0001YXWVO,0/0,5.0,"I've gone through two adapters made by Macintosh for my laptop. This one is far superior to the Macintosh made product. It doesn't overheat. The connection stays tight.The only thing to remember is to turn off the power stip or unplug after use, because the adapter continues to draw energy even when not in use. But turning off the power strip is a good habit to get into anyway - helps save the environment - so that isn't a complaint.",electronics
B000HBILB2,0/5,4.0,it is very good in cleaning but the drain pipe is not made of good material in the sense that you can't fold it well so it will give problem as water spread everywhere otherwise it cleaned the clothes very well.,electronics
B000HBILB2,0/0,5.0,"Needing some extra beds for guests over the holidays, I found these and thought I would give them a try. I love that they are higher than some inflatable beds, so you don't feel like you are just sleeping on an air mattress. The slight incline to the head area is great and keeps your pillow from falling off. Also, the top is flocked to prevent your sheets from feeling slippery and you don't feel like you are sleeping on plastic. I slept on one of them twice myself and found it to be very comfortable. You can control the amount of air to make it firmer or softer. They inflate/deflate very fast! I always think that inflatable beds are cold, so to prevent this I use an electric mattress pad on them. These beds come with a travel bag, so you can travel with one and prevent it from getting damaged. I think these are a very good product, especially for the price!",electronics
B000MQJ19S,9/15,1.0,"Got this about 6 weeks ago. One week into it, the device started getting ""stuck"" on rewind. It's supposed to stop rewinding when you release pressure on the wheel, which it still sometimes does successfully. About half the time, though, it gets stuck on rewind and the only thing I can do is turn it off, none of the other functions (like play or stop) work.Newer problem: it's supposed to skip to the next track when you hit the fast forward button twice. It did that in the beginning, now it usually doesn't, same thing with trying to go to a previous track.Either I got a lemon or this device is poor quality. This is my first MP3 player so I have no basis for comparison regarding battery life but it seems the battery drains very quickly.",electronics
B0000DFZ2U,2/2,5.0,"What can I say it is a surge protector and small enough to use with small electronic items such as a wireless phone system, isolated devices and so on that do not need a big strip.",electronics
B0000630MQ,0/0,2.0,"I bought one of these chargers..the instructions say the lights stay on while the battery charges...true. The instructions doNT say the lights turn off when its done. Which is also true. 24 hours of charging and the lights stay on. I returned it thinking I had a bad unit.The new one did the same thing. I just kept it since it does charge...but the lights are useless since they seem to always stay on. It's a ""backup"" charger for when I manage to drain all my AAs but I wouldn't want this as my only charger.",electronics
B000EVS4YY,1/1,5.0,"Purchased from We Sell Bulk here on Amazon and received the item much faster than predicted delivery date - I only say that because there's always a list and it's often difficult to pick which seller is the one to go with. Anyhow, the battery came in original and undamaged Canon packaging (looks just like the images available in product description). I was not about to buy the cheap knockoffs and was worried that the one I ordered would be any different than the one that came with the camera (damaged item or store return). Well, after a couple charges and hundreds of pictures, I can say that this battery is exactly the same as our original. It lasts just as long and charges in the same amount of time. Our camera is fairly new so it was a fair comparison - one battery wasn't all that much older than the other.Email me with questions: mister_mr_d@hotmail.com",electronics
B000HBILB2,1/1,1.0,The price is great. The bed looks good. I have ordered several over the last few years. I've only had 2 last 6 months or longer_ The most recent one I ordered had a leak so I returned it for a replacement. The replacement started to leak 32 days after receiving---2 days after the return policy. All I can say is if you need it- order 2; because it's likely 1 will start leaking pretty soon. Unless you only use it occassionally. I use mine every day.,electronics
B0001YXWVO,0/0,4.0,"I got tired of packing and unpacking the charger for my PowerBook everyday, at home and work. This adapter is a great option. It works fine and is a much better buy.",electronics
B000HBILB2,0/0,5.0,"Yes, I would highly recommend purchasing this air bed. It was very comfortable for one person and easy to handle. The power pump installed makes it quit efficient as well. I have already shared with a couple of people how convenient this air bed is.",electronics
B000MQJ19S,0/0,4.0,"This product is a very good alternative to the expensive IPod Nano for its size, durability and price is a very good deal. It holds many songs and it sounds great. It is simple to use and durable.",electronics
B0000DFZ5X,4/5,4.0,"I was looking for an affordable aluminim case, which looked good and didn't cost an arm and a leg. Antec surprised me with this SuperLanBoy model.Not only does it work great (specially with led fans) but it also helps you keep your P4 system cool.Together with an Antec TruePS power supply, the chances of your system malfunctioning due to a cpu/mobo heat-related problem are zero.If you are building the ultimate &quot;fail-proof&quot; system, I recommend the use of 5,400 rpm hard drives (like Samsung's SV1204H if you can still find them), instead of the overheating 7,200 ones.",electronics
B000MQJ19S,3/3,4.0,"I've had my Sansa player for four days now, and am really enjoying it.I previously owned a 4GB Sony Walkman, but the Sony isn't compatible with [...] audiobook file format, so when the time came to upgrade my player, I opted for the 8GB Sansa View.It has some pluses and minuses compared to the Sony Walkman.For one thing, it's about 25% larger, and noticably heavier than the Walkman.And I don't find the Sansa's user interface as easy to navigate as the Sony Walkman.(In particular, the lack of a physical volume control switch is a bit off-putting, and the UI volume control isn't intuitive).On the Sony Walkman, you can easily control the volume with an Up/Down rocker-style switch, and skip through tracks on the player by pressing the back or forward arrow buttons.On the Sansa, you have to use a combination of pressing the arrow buttons and spinning the thumb wheel to navigate to a particular track or to control the volume, and you have to actually look at the screen while you're doing it, because of the multi-layer screens and options.Since I hook my MP3 player into my car stereo system for longer drives, this is a big usability issue for me. With the Sony, I didn't have to take my eyes off the road to adjust volume or move to the next file. With the Sansa, if something isn't adjusted correctly, I either have to pull over or wait until I hit a red traffic light.That being said, I really like this player. It has twice the storage capacity of my Walkman, and I like having the option to bump that up even further by inserting an extra memory chip. The file transfers when syncing the player are significantly faster than on the Sony, which encodes MP3 files in some way during the syncing process. For example, an audiobook file that took less than 40 seconds to transfer to the Sansa player took nearly an hour using Sony Media Manager.The sound quality is very nice, and the Audible file compatibility makes up for any annoyances in trying to navigate through the UI.",electronics
B000MQJ19S,1/2,2.0,"A new 8GB Sansa View, tested with the original firmware (don't remember what it was) and 01.01.06A. In both cases, repeatedly playing of 128kbps MP3 eats fully charged battery in 8 hours. No extra micro SD memory and no earphones (that is, no audio payload at all). I would understand if it played for 30 hours instead of 35. I would even understand 25 hours. At least, there would be some connection with the reality. But not 8. Not 4 (four!) times worse than claimed. Dear Sansisk, you are liers. Your reputation is getting down below the ground level.I don't believe it is a bug in the firmware, because when playing it noticeably warms up -- very slightly, but quite noticeably. It means the player consumes at least 1 watt of power -- just my rough estimation, but definitely not 0.1 watt. When it consumes 1 watt of power, the fully charged battery must keep at least 35 Watt/hour. In my laptop it's a 71 w/h extended battery and it's very heavy. Do you believe such a small thing like Sansa View can keep 35 w/h? I don't -- it simply impossible.I don't care much about this money and will keep using it mostly in my car, with the external power. I'm too busy and too lazy to send it back. But I want people to know: claimed 35 hours of 128kbps MP3 is bald cheating. Period.However, I like the wheel control, it's very nice; in my opinion it's much better than the iPod touch pad. Another nice thing is there's no need for crappy software like iTunes or Rapsody. You can just drag and drop files.",electronics
B000HBILB2,0/0,5.0,Controls were easy to use; supported well and being high above the floor was moderately easy to get out of. Emptied easily to fold and put back in to the storage bag.,electronics
B0001YXWVO,1/1,4.0,not bad for the price. the little box part of it gets really hot though. in my opinion it charges the computer faster than the power cord that came with the computer.,electronics
B00004WIMW,2/3,2.0,"This unit is quite difficult to use. The button is very sensitive, which sometimes causes false entries. The website is complicated to use. I think with a little work E-marker will be a good product to have.",electronics
B000063W8X,4/4,2.0,"Works as described. I am just so annoyed that Sony would lure me into buying their video camera for a competitive price without including this cable, making the overall cost of the camera no longer competitive. It's smart for Sony to conduct business this way, but only in order to earn profit in the short term. You can bet I won't be suckered in to buying any more Sony products in the future, now knowing that this is how they run their business.",electronics
B000HBILB2,0/0,5.0,"I am only going to write about how well this product has worked for me because I have only had them a few days now. I purchased two of these airbeds for my daughters to sleep on while we had company over. I have to admit I was a bit weary as to whether or not they would be as good as they were made out to be. I am very impressed! The quality of the material is impressive and the easy set up is as well! However, I am uncertain at this point if they have a slow leak or if my husband is just not filling them up as tight as they could be; they are a bit deflated by morning. Not enough for me to be discouraged but they are not &#34;tight&#34; by morning (no worries, no one is waking up on the floor). I will definitely up date everyone after I have had them a few more days!!!",electronics
B000EVS4YY,2/3,5.0,"This battery does whatever a battery does.By even comtemplating the purchase of a ""spare battery"", it is without doubt that you already own the one that came with your camera and therefore should know exactly what the battery does and how well it works without the need to read any reviews. But in so doing so, it means you have hesitation in making the purchase, and it is not without good reason.I own a Canon PowerShot SD850 IS and the battery life on the camera lasts close to 3 hours before croaking. You do not need a spare battery unless you plan to leave your camera on for over 3 consecutive hours at a time(which means you have a photograph nazi obsession with taking pictures of everything that comes to view) or if you're faced with the situation that you have no way to recharge your original camera battery (which means you should be more worried about having no useable electricity than about keeping your camera going to document the occasion you were without a working power outlet or battery charger).The battery is a cute little 3d polygonal block. The price is like paying a bunch of money for one block instead of a whole box of Lego bricks.The back of the battery reads, ""Do not short-circuit, disassemble or expose the battery to fire or water."" Oh, no shiz, Sherlock!""Made in China"". Wonderful.",electronics
B000MQJ19S,1/1,3.0,"i write this review havig had the sansa view for about a year now, it does everything it is said to do, but it will sometimes get in the routine of only playing the first few seconds of my songs, it can usualy be solved by scrolling the scroll wheel. my rating is only 3 star because of this major annoyance. you would be weiser to get a 4gb ipod for the same price, but recently i have descovered a very reliable and all around nice brand of mp3 player, it is also cheeper than the sansa products, this bran is coby. i have a coby mp3 player and a coby portable dvd player, and to this day the are both working perfectly, but wndows vista seems to mess with my coby mp3, my neighbore has a windows vista computer, mine is xp, which always seems to work better.",electronics
B0001YXWVO,1/1,4.0,"This was great. After the cord frayed on the original, the thought of spending lots of money just to use an out of date laptop, was a bit much.This adapter gave us a less expensive alternative. Wonderful.",electronics
B0001YXWVO,2/2,4.0,"Works great, can't beat the value for the price paid...less than half the price of most chargers.",electronics
B000HBILB2,0/0,5.0,"We love this air bed! It's our 2nd Intex twin and now we use them together to make a king bed; add a mattress pad, king sheets, and comforter and anyone can be very comfortable. It's easy to get up from, not like a low air mattress, even for a 60-year-old! They don't lose air as some have indicated in their reviews; I leave them plugged in and with a flip of the switch check them each morning when I make them up and I cannot add any new air! We have unfurnished rental property all over that we stay in when we must do maintenance by bringing our ""king"" bed with us, saving over $100 each day on hotel bills! The 2 twins paid for themselves in one night's savings! They easily roll down and fold into the size of the storage bag after deflating them with the built-in pump in reverse, store and travel in a very small space; I tucked them under the back seats of our SUV. I'm 100% satisfied with this product and thanks!",electronics
B000HBILB2,0/0,5.0,The bed blew up really quick and no one complained about sleeping on it. It was on saleand I think this was the best value for my money. The bed easy to take down and store.. I hope it last a few more times...,electronics
B000MQJ19S,0/0,3.0,"This player looks good, sounds good(when you get its eq settings right) and has expandable memory. Thats the good stuff. Its big color screen has a habit of locking up whenever you press a button. It will show album art of a previously played song,and the title shown may or may not be the correct one playing. It also likes to freeze up when you press a button rendering all further inputs inoperable till it unfreezes. It also likes to list all songs stored on the memory expansion card twice, and includes album art in with your pictures. I've downloaded every firmwire update and still have these problems. But, if you just leave it sit and play on shuffle mode it makes a fine jukebox.",electronics
B000HBILB2,0/0,2.0,"Guess I knew we were gambling when we bought this, since about half the existing reviews said it arrived with a leak. Remind me to never to go Vegas, right? It arrived, we blew it up with the built-in pump, which worked like a charm. Seemed like it was pretty comfortable... then my son took it on a sleepover, and woke up the next morning flat on the floor. Returned it to Amazon as a defective item for a full refund. Thinking I like another reviewer's idea of just buying a regular twin-size mattress, since we would usually be using it at home anyway, then maybe get one of the pump-less airbeds for the occasional road trip, since those have better reliability stats than the ones with the built-in pump. Live and learn...",electronics
B000HBILB2,2/2,5.0,"We ordered an Intex raised twin size airbed on June 20th, arrived on June 22nd and company started sleeping on it that night! Perfect transaction! Company slept on the bed 3 nights, after the second night he asked about buying one. He has lots of trouble sleeping at home but had managed to sleep through the night on the Intex Airbed that night.I do have some suggestions for preparing an airbed for company. My husband and I have slept on airbeds on numerous occasions and have learned several things that make them much more comfortable.Blow the bed up firm but not too full. Unless you have major back problems, the bed is much more comfortable with just a little less air.Top airbed with a foam pad, doesn't need to be memory foam just a cheap pad, and then cover with a quilted mattress pad and fitted sheet. The extra padding makes the airbed very comfortable, similar to a regular mattress.If the bed is going to be placed on tile or linoleum flooring put something under it, an old sheet, tarp, whatever, just something to keep the plastic from squeaking when the person rolls over. Especially important if there are other people sleeping in the same room.We are very pleased with the Intex Pillow Rest Twin Airbed with Built-in-Electric Pump which we purchased from Amazon. Good value, great product and a nice replacement for our old non-raised airbeds.",electronics
B000HBILB2,0/0,2.0,"I was so excited when I received this air bed, but after sleeping on it on the first night, things changed. Every single night I had to put more air in it in order to keep it firm. There were no leaks that I could hear, but it was a pain to keep putting air in it every night. If this does not bother you, the bed itself is extrmeley comfortable.Intex Pillow Rest Queen Airbed with Built-in Electric Pump",electronics
B0001YXWVO,0/0,5.0,"I'm quite happy with this power adapter. It works well for my iBook G4. Overall, the cord is substantially longer than the original adapter. I do miss the little amber/green light ring, but it was certainly not necessary. Also, no cute little plastic plug cover (to lose). Overall, it is a utilitarian, even clunky design, not sleek and innovative like the original. The plug fits just as tightly into the socket as the apple adapter's does. The cord has a nice velcro wrap to keep it bundled when you're mobile. My only quibble is the ridiculous amount of plastic packaging used for this product.",electronics
B000EVS4YY,1/1,3.0,"One Star Rating: I purchased this battery because the item depicted was a Canon battery in Canon packaging and it was on sale. Description also stated ""by Canon"". What I received was a cheap no name battery that I could have purchased elsewhere for much less! There is NO WAY this generic battery originally sold for $59.99. The vendor who sold this was OnSale. I DO NOT recommend purchasing this battery from them. I have contacted them to ask them to send me the item that was pictured, that is, the CANON brand battery. I will update this report when I hear from them.After a couple of emails and about 1/2 hour on the phone, I discovered that I will not be receiving a Canon battery because I was told they are ""out of stock."" However, the problem has been resolved satisfactorily in another way. I have increased the rating from one star to three stars only because of OnSale's customer representative, Mark, who was very helpful in resolving the problem. (He actually gets five stars.) Had I received a Canon battery, the rating as a whole would be five stars.",electronics
B0002KR13M,0/0,5.0,"almost a year of use, and it still works great, this runs from our tv, to my treadmill, I exercise 6 days a week, and this is a fantastic extension.",electronics
B0001YXWVO,0/0,5.0,"This is a great substitute for the highly overpriced apple brand adapter. No it doesn't have the fancy little light ring, but it is not necessary. For half the price for my 2 year old iBook it works great.",electronics
B000063W99,6/7,1.0,"I have a small business and it was important that the envelope feeder work well. From day 1, this has been a nightmare. Components of the printer block the envelopes/labels and they don't feed properly. If you use internet postage, you lose money with the misfed labels/envelopes. I'm very disappointed and am shopping for a new printer now, only a short time after purchasing this one.",electronics
B0001YXWVO,1/1,2.0,"I've now been through three of these cords. they seem to last around a year before just dying. The first two eventually had fatal connection issues with the piece that connects to the computer, however my third one has just died and is actually not getting any power from the wall. The little indicator just fades out, and now won't come on at all. Yes it's a lot cheaper than the other cords, but I'm just not sure its better. I know lots of people have problems with the apple cords as well.",electronics
B0002KR13M,4/4,4.0,I purchased this wire to extend my Rode Video Mic longer so I didn't have to attach it right on top of my DSLR.It has been working great for these years. The sound doesn't sound degraded at all and the wires are thicker than you would think for the price.I have also use it as a AUX for my car and it has been great. Doesn't crackle at all as some AUX cable do. What's great is that the plugs heads are thin enough to fit into protective cases to reach the headphone jack of ipods and what not. Some AUX cables have thick heads which makes this hard,electronics
B000063W8X,4/4,5.0,"Its a cable, it works, what else do you want? I know its not the cheapest one out there, but this one says ""sony"" on it. Yea!! But, I am a true believer that you only get what you pay for. Im sure its better quality than the five dollar version at the flea market. who knows, but I sure feel all warm and fuzzy about getting quality sony products.",electronics
B000HBILB2,1/1,5.0,"I used this on a trip for family of five. We had to stay in multiple hotel rooms built for 4 people. No one complained about sleeping on this. Most of all, it was durable and very easy to set up and take down because of the built-in pump.",electronics
B0000DFZ67,1/1,1.0,"I've had my Zen for over 4 years now (hard to believe I've had it that long). I still haven't filled up the memory on it, I've never had a day's trouble with it, and it's easy to use. I'm starting to find it a bit bulky now in comparison to some of the smaller, sleeker-looking players on the market, but I still have the attitude ""if it ain't broke, don't fix it"". The zen is superb, it's reliable, it's solid and easy to use, and I just don't see the point in changing to an ipod purely for aesthetics. I love my zen, and I wouldn't be without it.",electronics
B000063W8S,1/1,4.0,"Very compact, well made, helps me level the camera when I set it on sloped surfaces and it stays in place due to the rubber feet. For the price and size it's a great alternative.",electronics
B000HBILB2,0/0,2.0,"I purchased this a couple weeks ago, and used it for the first time last night. It worked well. Plugged it in and it only took a couple min to inflate. My problem with this bed is not so much how well it works inflating but what a hard time i had deflating it this morning. I was so frustrated trying to get all the air out that i finally just wrapped it up. With even a little air still in it, it makes it so hard to roll up tightly and put away. It just looks bulky. I have tried aerobeds in the past and i love that their beds have a release valve, this one uses the a small hole built in with the pump. The release valve work much better, and I decided to go with this because it was affordable and i couldn't find aerobeds in twin size. I am definitely gonna see if i can get a return on this... i just hope i can fit it back in the box it came in.",electronics
B000HBILB2,1/1,5.0,I have had it for 4 months and it has held up well. Very firm and supportive and so simple to inflate. The extra height makes it easy to get into and out of bed. Will likely buy another for backup.,electronics
